ID	Z_meta	P_meta	Direction	HetISq	HetPVal	FDR_meta	TargetFullName	Target	EntrezGeneSymbol	MODEL_AFA	Rsq_AFA	Z_AFA	P_AFA	FDR_AFA	MODEL_CHN	Rsq_CHN	Z_CHN	P_CHN	FDR_CHN	MODEL_CAU	Rsq_CAU	Z_CAU	P_CAU	FDR_CAU	MODEL_HIS	Rsq_HIS	Z_HIS	P_HIS	FDR_HIS
seq.6471.53	0.511	0.6093	++--	40.1	0.171	0.827955346820809	Complement factor H-related protein 4	FHR4	CFHR4	enet	0.42	2.22	0.0262	0.492185714285714	lasso	0.51	0.241	0.81	0.985826347305389	lasso	0.68	-0.15	0.881	0.938948128342246	enet	0.47	-0.498	0.618	0.989038461538462
seq.2768.56	0.51	0.6102	++--	54.3	0.08734	0.828779104477612	Hemopexin	Hemopexin	HPX	enet	0.4	2.5	0.0123	0.4043625	lasso	0.51	0.28	0.78	0.985826347305389	lasso	0.69	-0.228	0.819	0.899320661157025	enet	0.49	-0.649	0.516	0.953709468223087
seq.4978.54	-0.509	0.611	??-+	0	0.6356	0.829466313763234	Drebrin-like protein	DBNL	DBNL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.056	-0.594	0.553	0.754366187542779	top1	0.076	0.362	0.717	0.989177168272795
seq.4129.72	-0.508	0.6114	-+--	0	0.8568	0.829610101010101	Complement factor B	Factor B	CFB	enet	0.13	-0.52	0.603	0.966509207365893	top1	0.084	0.401	0.689	0.97837019790454	enet	0.18	-0.428	0.669	0.8268173374613	lasso	0.11	-0.644	0.52	0.953709468223087
seq.16753.46	-0.508	0.6117	??--	39.9	0.1969	0.829618125	Collagen alpha-2(VI) chain	CO6A2	COL6A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.07	-0.239	0.811	0.897458634092171	top1	0.081	-1.36	0.172	0.906975
seq.12370.30	0.507	0.612	?+??	0	1	0.829626141278232	Apolipoprotein F	Apo F	APOF	NA	NA	NA	NA	NA	top1	0.25	0.508	0.612	0.962157216494845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.10451.11	0.507	0.6123	??+-	0	0.743	0.829634149855908	Nucleobindin-1	NUCB1	NUCB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.027	0.562	0.574	0.768288784419073	blup	0.017	-0.22	0.826	0.989177168272795
seq.13229.20	-0.506	0.613	???-	0	1	0.829785508637236	Protein Mdm4	MDM4	MDM4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.066	-0.506	0.613	0.989038461538462
seq.10442.1	0.506	0.613	++-+	0	0.6387	0.829785508637236	Transmembrane protein 190	TM190	TMEM190	top1	0.36	0.519	0.604	0.966509207365893	lasso	0.51	1.14	0.255	0.8526	top1	0.55	-0.155	0.877	0.935185125735688	top1	0.55	0.599	0.549	0.964740834386852
seq.4459.68	-0.505	0.6137	---+	0	0.6039	0.830334628297362	Proprotein convertase subtilisin/kexin type 7	PCSK7	PCSK7	lasso	0.28	-0.978	0.328	0.932583783783784	lasso	0.42	-0.912	0.362	0.906650306748466	top1	0.3	-0.0154	0.988	0.99248185483871	lasso	0.19	0.564	0.573	0.972831105710814
seq.14703.6	0.504	0.614	??+?	0	1	0.830342281879195	Prokineticin-1	EG-VEGF	PROK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.017	0.504	0.614	0.796425518134715	NA	NA	NA	NA	NA
seq.9313.27	-0.504	0.6144	++--	62.5	0.04616	0.830372822966507	Cerebellin-1	CBLN1	CBLN1	enet	0.48	2.05	0.0406	0.555671794871795	enet	0.73	0.554	0.579	0.960562747688243	enet	0.37	-1.15	0.249	0.508460040983607	lasso	0.39	-1.55	0.12	0.877894736842105
seq.8951.162	0.503	0.615	+???	0	1	0.830372822966507	Chondroitin sulfate proteoglycan 4	CSPG4	CSPG4	top1	0.029	0.502	0.615	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.13659.36	-0.503	0.615	??-?	0	1	0.830372822966507	Manganese-transporting ATPase 13A1	AT131	ATP13A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.039	-0.502	0.615	0.796425518134715	NA	NA	NA	NA	NA
seq.12842.43	-0.503	0.6152	--??	0	0.8316	0.830372822966507	Syntaxin-10	STX10	STX10	top1	0.23	-0.17	0.865	0.968118384401114	blup	0.04	-0.519	0.604	0.9614122236671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.19755.38	-0.5	0.617	-???	0	1	0.831608695652174	ATPase inhibitor, mitochondrial	ATIF1	ATP5IF1	top1	0.042	-0.5	0.617	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.12460.18	0.5	0.617	??+?	0	1	0.831608695652174	Proteasome subunit alpha type-7	PSA7	PSMA7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.025	0.5	0.617	0.796425518134715	NA	NA	NA	NA	NA
seq.21375.34	-0.5	0.617	??-?	0	1	0.831608695652174	Guanine nucleotide exchange factor for Rab-3A	R3GEF	RAB3IL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.024	-0.5	0.617	0.796425518134715	NA	NA	NA	NA	NA
seq.21492.19	-0.499	0.6175	++-+	0	0.8277	0.831885148042025	Clusterin-like protein 1	CLUL1	CLUL1	enet	0.059	0.503	0.615	0.966509207365893	top1	0.045	0.255	0.799	0.985826347305389	enet	0.15	-0.879	0.379	0.61410325203252	enet	0.069	0.219	0.826	0.989177168272795
seq.14318.1	0.498	0.6185	-++-	0	0.9597	0.832834606205251	Vacuolar protein sorting-associated protein 29	VPS29	VPS29	lasso	0.53	-0.0709	0.943	0.980806833114323	enet	0.31	0.433	0.665	0.9744	enet	0.46	0.494	0.621	0.797456829896907	enet	0.25	-0.336	0.737	0.989177168272795
seq.4971.1	-0.497	0.619	??-?	0	1	0.833110209923664	Cathepsin Z	CATZ	CTSZ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.083	-0.498	0.619	0.797456829896907	NA	NA	NA	NA	NA
seq.23560.154	0.496	0.6199	??++	0	0.3466	0.833923652837387	Centrosomal protein of 41 kDa	CEP41	CEP41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.029	0.298	0.766	0.870375142531357	top1	0.038	1.02	0.307	0.921247563352827
seq.19446.1	0.495	0.6208	?+?-	87.5	0.004716	0.834736320305053	GMP reductase 2	GMPR2	GMPR2	NA	NA	NA	NA	NA	top1	0.12	1.77	0.0773	0.714030434782609	NA	NA	NA	NA	NA	top1	0.08	-2.26	0.0238	0.761604166666667
seq.24647.3	0.494	0.6213	?-+-	9	0.3334	0.834747333333333	C->U-editing enzyme APOBEC-2	ABEC2	APOBEC2	NA	NA	NA	NA	NA	top1	0.073	-0.853	0.394	0.926689265536723	top1	0.077	1.03	0.303	0.57567111534795	top1	0.091	-0.808	0.419	0.949429477020602
seq.3222.11	0.494	0.6214	++??	0	0.9826	0.834747333333333	Semaphorin-3A	Semaphorin 3A	SEMA3A	top1	0.093	0.308	0.758	0.966509207365893	blup	0.028	0.387	0.699	0.980854838709677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.5970.61	-0.493	0.622	+?-?	0	0.4121	0.834758325404377	Leukocyte cell-derived chemotaxin-2	LECT2	LECT2	top1	0.062	0.621	0.534	0.966509207365893	NA	NA	NA	NA	NA	enet	0.036	-0.727	0.467	0.685873986735446	NA	NA	NA	NA	NA
seq.17404.5	-0.493	0.622	-???	0	1	0.834758325404377	ADP-ribosylation factor-like protein 5B	ARL5B	ARL5B	enet	0.16	-0.493	0.622	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.10445.20	0.493	0.6224	+-?+	0	0.6673	0.83489795530195	Apolipoprotein M	ApoM	APOM	top1	0.13	0.402	0.688	0.966509207365893	top1	0.14	-0.143	0.886	0.986247440273038	NA	NA	NA	NA	NA	top1	0.044	0.933	0.351	0.937078651685393
seq.3435.53	-0.491	0.6231	+--+	0	0.4388	0.835439686311787	Fibronectin Fragment 4	FN1.4	FN1	top1	0.067	1.01	0.313	0.920988847583643	enet	0.052	-0.822	0.411	0.929288888888889	enet	0.058	-0.753	0.452	0.672265671641791	top1	0.064	0.831	0.406	0.949429477020602
seq.5018.68	-0.49	0.6239	?--?	0	0.3349	0.835851851851852	Peroxiredoxin-6	Peroxiredoxin-6	PRDX6	NA	NA	NA	NA	NA	blup	0.018	-1.08	0.282	0.864482926829268	top1	0.02	-0.113	0.91	0.958273778244876	NA	NA	NA	NA	NA
seq.21897.4	-0.49	0.624	?-??	0	1	0.835851851851852	IL-17/IL-17F	IL-17/ IL-17F	IL17A|IL17F	NA	NA	NA	NA	NA	top1	0.037	-0.491	0.624	0.963285171102662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.2358.19	0.489	0.6246	++++	0	0.9388	0.836258471760797	Vascular endothelial growth factor receptor 3	VEGF sR3	FLT4	lasso	0.073	0.586	0.558	0.966509207365893	top1	0.35	0.439	0.661	0.9744	lasso	0.42	0.132	0.895	0.949805644302449	lasso	0.35	0.305	0.76	0.989177168272795
seq.5066.134	0.489	0.6249	-?+-	74	0.02146	0.836263235294118	CMRF35-like molecule 6	CLM6	CD300C	enet	0.19	-0.245	0.806	0.968118384401114	NA	NA	NA	NA	NA	blup	0.1	1.13	0.258	0.519387878787879	top1	0.1	-2.56	0.0103	0.596541666666667
seq.10455.196	-0.488	0.6259	??-+	0	0.7987	0.836544765513974	Interleukin-31	IL-31	IL31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.1	-0.528	0.597	0.784324983520105	top1	0.12	0.152	0.879	0.989177168272795
seq.12635.9	0.487	0.626	??+?	0	1	0.836544765513974	tRNA (cytosine(38)-C(5))-methyltransferase	TRDMT	TRDMT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.018	0.487	0.626	0.8033599484868	NA	NA	NA	NA	NA
seq.14127.240	0.487	0.626	+???	0	1	0.836544765513974	Interferon beta	IFN-b	IFNB1	top1	0.013	0.487	0.626	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.17460.51	-0.487	0.6263	?+-+	81.2	0.004858	0.836549384469697	Interferon-induced GTP-binding protein Mx1	Mx1	MX1	NA	NA	NA	NA	NA	top1	0.073	0.93	0.352	0.906650306748466	enet	0.076	-1.46	0.144	0.367938461538461	enet	0.12	2.81	0.00497	0.437077777777778
seq.4989.7	-0.485	0.6274	??-+	0	0.7741	0.837359271523179	Fibrinogen gamma chain	Fibrinogen g-chain dimer	FGG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.019	-0.533	0.594	0.782446794448116	top1	0.058	0.184	0.854	0.989177168272795
seq.5740.17	-0.485	0.6275	?--?	0	0.8172	0.837359271523179	Roundabout homolog 1	ROBO1	ROBO1	NA	NA	NA	NA	NA	enet	0.049	-0.39	0.697	0.980581314878893	lasso	0.037	-0.37	0.711	0.849025164769323	NA	NA	NA	NA	NA
seq.21876.266	-0.485	0.628	???-	0	1	0.837630260047281	PRKCA-binding protein	PICK1	PICK1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.011	-0.485	0.628	0.989038461538462
seq.22810.41	-0.483	0.629	???-	0	1	0.838567580340265	TIMELESS-interacting protein	TIPIN	TIPIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.014	-0.483	0.629	0.989038461538462
seq.8028.22	-0.48	0.6314	-+-?	0	0.5893	0.841369579593765	Serine protease inhibitor Kazal-type 5	SPINK5	SPINK5	enet	0.037	-0.451	0.652	0.966509207365893	lasso	0.067	0.783	0.434	0.944247557003257	enet	0.017	-0.687	0.492	0.707982671480144	NA	NA	NA	NA	NA
seq.10781.19	0.479	0.6322	??+-	0	0.6733	0.842037865911237	C-type lectin domain family 4 member G	CLC4G	CLEC4G	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.14	0.553	0.58	0.772171008684035	top1	0.13	-0.317	0.751	0.989177168272795
seq.12612.37	-0.478	0.6329	++-+	0	0.6586	0.842308018867925	Proteasome subunit beta type-1	PSB1	PSMB1	enet	0.073	0.775	0.439	0.966509207365893	top1	0.098	0.474	0.635	0.96921052631579	top1	0.12	-1	0.317	0.57747703180212	top1	0.086	0.0782	0.938	0.989177168272795
seq.20516.11	-0.478	0.633	++--	0	0.5959	0.842308018867925	Sodium channel subunit beta-3	SCN3B	SCN3B	lasso	0.12	0.193	0.847	0.968118384401114	blup	0.025	1.04	0.296	0.864575539568345	enet	0.17	-0.988	0.323	0.57747703180212	lasso	0.087	-0.102	0.919	0.989177168272795
seq.21933.7	0.476	0.634	+???	0	1	0.842464603844351	Ubiquitin-like modifier-activating enzyme 7	UBA7	UBA7	top1	0.033	0.477	0.634	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.9191.8	-0.475	0.635	-???	0	1	0.842464603844351	Trefoil factor 2	Trefoil factor 2	TFF2	top1	0.062	-0.474	0.635	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.13388.57	0.475	0.6351	-++-	0	0.7989	0.842464603844351	Neuroendocrine convertase 1	NEC1	PCSK1	enet	0.3	-0.119	0.905	0.973545762711864	lasso	0.52	0.731	0.465	0.944247557003257	top1	0.5	0.444	0.657	0.818375625	top1	0.31	-0.7	0.484	0.953709468223087
seq.8262.20	-0.474	0.6354	-?--	0	0.7425	0.842464603844351	Apolipoprotein D	Apo D	APOD	top1	0.02	-0.18	0.857	0.968118384401114	NA	NA	NA	NA	NA	top1	0.073	-0.277	0.782	0.881020915771622	top1	0.081	-0.843	0.399	0.949429477020602
seq.13717.15	-0.474	0.6357	-+-+	0	0.6871	0.842464603844351	Ficolin-2	FCN2	FCN2	blup	0.3	-0.788	0.431	0.966509207365893	blup	0.44	0.845	0.398	0.926689265536723	enet	0.41	-0.606	0.544	0.748234644582471	enet	0.3	0.0294	0.977	0.994158776402039
seq.5430.66	0.473	0.6359	++-+	9.6	0.345	0.842464603844351	Tyrosine-protein phosphatase non-receptor type substrate 1	SHPS1	SIRPA	enet	0.7	0.536	0.592	0.966509207365893	lasso	0.72	1.35	0.176	0.831202702702703	enet	0.75	-0.388	0.698	0.843099393939394	enet	0.67	1.13	0.259	0.906975
seq.21290.66	0.473	0.636	+???	0	1	0.842464603844351	Checkpoint protein HUS1	HUS1	HUS1	top1	0.084	0.473	0.636	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.7198.197	-0.473	0.636	???-	0	1	0.842464603844351	Glycosaminoglycan xylosylkinase	FA20B	FAM20B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.02	-0.473	0.636	0.989177168272795
seq.22821.50	-0.473	0.6361	++--	0	0.7722	0.842464603844351	Uracil-DNA glycosylase	UNG	UNG	lasso	0.37	0.385	0.7	0.966509207365893	enet	0.26	0.537	0.591	0.960562747688243	lasso	0.34	-0.756	0.45	0.672265671641791	enet	0.15	-0.58	0.562	0.972831105710814
seq.16307.22	0.473	0.6363	+??-	48.9	0.1619	0.842464603844351	Netrin receptor UNC5D	UNC5H4	UNC5D	blup	0.05	1.13	0.257	0.868406852248394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.028	-0.946	0.344	0.930272373540856
seq.15626.223	0.472	0.637	??+?	0	1	0.842464603844351	Basement membrane-specific heparan sulfate proteoglycan core protein	Perlecan	HSPG2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.031	0.472	0.637	0.81017294192725	NA	NA	NA	NA	NA
seq.25118.45	-0.472	0.637	?-??	0	1	0.842464603844351	Protein bicaudal D homolog 1	BICD1	BICD1	NA	NA	NA	NA	NA	top1	0.075	-0.473	0.637	0.9698325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.2333.72	0.472	0.637	???+	0	1	0.842464603844351	Transforming growth factor beta-1	TGF-b1	TGFB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.031	0.472	0.637	0.989177168272795
seq.24023.35	-0.471	0.6377	++--	0	0.5059	0.842995173383318	soluble Endothelial protein C receptor	sEPCR	PROCR	lasso	0.49	0.2	0.841	0.968118384401114	lasso	0.41	0.118	0.906	0.986247440273038	enet	0.46	-0.334	0.739	0.860798947983635	lasso	0.34	-1.55	0.122	0.883229166666667
seq.20520.14	0.47	0.638	??+?	0	1	0.842996721311475	Protein FAM3C	FAM3C	FAM3C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.071	0.471	0.638	0.81032678910703	NA	NA	NA	NA	NA
seq.2833.20	-0.469	0.639	-???	0	1	0.843791857744502	Kallikrein-4	Kallikrein 4	KLK4	top1	0.038	-0.469	0.639	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.17819.30	0.469	0.6392	--++	0	0.4332	0.843791857744502	Acylpyruvase FAHD1, mitochondrial	FAHD1	FAHD1	top1	0.059	-1.34	0.181	0.793241935483871	top1	0.072	-0.191	0.848	0.986247440273038	top1	0.052	0.959	0.337	0.586074171029668	top1	0.044	0.463	0.644	0.989177168272795
seq.6060.2	0.467	0.6404	+?+-	39.2	0.1932	0.844587108827651	Prolactin-inducible protein	PIP	PIP	blup	0.03	1.01	0.314	0.920988847583643	NA	NA	NA	NA	NA	enet	0.065	0.473	0.636	0.81017294192725	enet	0.011	-1.51	0.132	0.884545454545455
seq.22544.10	0.467	0.6408	-?++	60.8	0.07791	0.844587108827651	DNA repair protein RAD51 homolog 3	RA51C	RAD51C	top1	0.07	-1.63	0.102	0.638714285714286	NA	NA	NA	NA	NA	blup	0.049	0.752	0.452	0.672265671641791	top1	0.067	1.44	0.149	0.906975
seq.18310.26	-0.466	0.641	??-?	0	1	0.844587108827651	Selenoprotein W	SELW	SELENOW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.059	-0.467	0.641	0.81032678910703	NA	NA	NA	NA	NA
seq.22773.69	-0.466	0.641	?-??	0	1	0.844587108827651	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	SDHB	NA	NA	NA	NA	NA	top1	0.12	-0.466	0.641	0.969860869565217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.4392.54	0.465	0.642	??+?	0	1	0.844590303030303	Fibroblast growth factor 12	FGF-12	FGF12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.023	0.465	0.642	0.81032678910703	NA	NA	NA	NA	NA
seq.11814.29	-0.465	0.642	???-	0	1	0.844590303030303	Hepatocyte growth factor receptor	Met	MET	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.03	-0.466	0.642	0.989177168272795
seq.17170.15	-0.465	0.6422	?---	0	0.9174	0.844590303030303	Calcitonin gene-related peptide 2	CALCB	CALCB	NA	NA	NA	NA	NA	enet	0.079	-0.356	0.722	0.984483660130719	enet	0.028	-0.283	0.777	0.876874858437146	blup	0.049	-0.426	0.67	0.989177168272795
seq.23257.14	0.465	0.6422	-+++	76.7	0.004935	0.844590303030303	COMM domain-containing protein 10	COMDA	COMMD10	top1	0.29	-2.7	0.00692	0.289563	top1	0.29	1.81	0.0702	0.696696	top1	0.16	0.426	0.67	0.8268173374613	lasso	0.22	1.53	0.127	0.884545454545455
seq.7898.29	-0.464	0.643	-???	0	1	0.845248369058714	Nuclear protein MDM1	MDM1	MDM1	top1	0.016	-0.463	0.643	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.8825.4	0.463	0.6435	?-+?	58	0.1227	0.845511644154634	Paired immunoglobulin-like type 2 receptor alpha	PILRA	PILRA	NA	NA	NA	NA	NA	lasso	0.12	-1.27	0.202	0.831202702702703	top1	0.073	0.985	0.325	0.57747703180212	NA	NA	NA	NA	NA
seq.9235.3	-0.461	0.6449	-?-?	0	0.9207	0.845906555090656	Plexin domain-containing protein 1	PXDC1	PLXDC1	lasso	0.31	-0.241	0.81	0.968118384401114	NA	NA	NA	NA	NA	lasso	0.044	-0.406	0.685	0.835498776009792	NA	NA	NA	NA	NA
seq.10440.26	0.461	0.645	+?+?	0	0.5898	0.845906555090656	CXADR-like membrane protein:Extracellular domain	ACAM:ECD	CLMP	top1	0.043	0.657	0.511	0.966509207365893	NA	NA	NA	NA	NA	lasso	0.055	0.266	0.79	0.88602701181767	NA	NA	NA	NA	NA
seq.14019.73	0.461	0.645	+???	0	1	0.845906555090656	Envoplakin	EVPL	EVPL	top1	0.03	0.46	0.645	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.8246.9	-0.461	0.645	-???	0	1	0.845906555090656	Proprotein convertase subtilisin/kexin type 9	PCSK9	PCSK9	enet	0.083	-0.46	0.645	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.6232.54	-0.458	0.6467	--??	0	0.7467	0.847347725162488	T-lymphocyte activation antigen CD86	B7-2	CD86	enet	0.15	-0.545	0.586	0.966509207365893	top1	0.087	-0.134	0.894	0.986247440273038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.15644.1	-0.458	0.6467	-?-+	4	0.3527	0.847347725162488	Biotinidase	Biotinidase	BTD	enet	0.16	-0.56	0.575	0.966509207365893	NA	NA	NA	NA	NA	enet	0.21	-0.568	0.57	0.765505390835579	enet	0.1	1.29	0.198	0.906975
seq.9059.14	0.458	0.647	+???	0	1	0.847347725162488	Rap guanine nucleotide exchange factor 5	RPGF5	RAPGEF5	blup	0.073	0.458	0.647	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.8363.18	0.456	0.6481	??++	0	0.6479	0.848000974025974	UPF0577 protein KIAA1324-like	K132L	ELAPOR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.058	0.355	0.722	0.853467378410439	top1	0.097	0.539	0.59	0.980107015457788
seq.2730.58	-0.456	0.6481	++--	77.1	0.004379	0.848000974025974	MHC class I polypeptide-related sequence A	MICA	MICA	enet	0.64	0.205	0.838	0.968118384401114	enet	0.54	3.19	0.00145	0.092568	enet	0.69	-1.72	0.0861	0.259995909090909	enet	0.61	-0.449	0.653	0.989177168272795
seq.11303.7	0.455	0.649	???+	0	1	0.848651922186197	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMH1	SAMHD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	blup	0.034	0.456	0.649	0.989177168272795
seq.19145.4	0.455	0.6493	+-++	0	0.9847	0.848651922186197	Melanoregulin	MREG	MREG	lasso	0.27	0.162	0.872	0.968118384401114	blup	0.26	-0.167	0.868	0.986247440273038	lasso	0.34	0.467	0.64	0.81032678910703	enet	0.31	0.296	0.767	0.989177168272795
seq.15570.99	0.454	0.6495	?-+?	29.6	0.2334	0.848651922186197	Complement receptor type 2	Complement receptor type 2	CR2	NA	NA	NA	NA	NA	lasso	0.24	-0.951	0.342	0.903592190889371	enet	0.02	0.85	0.395	0.631461292897047	NA	NA	NA	NA	NA
seq.15584.9	0.453	0.6507	+-+-	0	0.6595	0.84982625	Complement factor H-related protein 2	FHR2	CFHR2	enet	0.38	0.752	0.452	0.966509207365893	lasso	0.68	-0.433	0.665	0.9744	enet	0.55	0.6	0.548	0.751144429160935	lasso	0.46	-0.831	0.406	0.949429477020602
seq.3079.62	0.452	0.6515	+-+-	0	0.4071	0.850477325312355	Retinoic acid receptor responder protein 2	TIG2	RARRES2	lasso	0.12	0.646	0.518	0.966509207365893	top1	0.068	-1.3	0.192	0.831202702702703	top1	0.053	0.889	0.374	0.609968903436989	blup	0.041	-0.441	0.659	0.989177168272795
seq.7780.34	-0.45	0.653	?-??	0	1	0.852041165587419	Marginal zone B- and B1-cell-specific protein	PACAP	MZB1	NA	NA	NA	NA	NA	top1	0.055	-0.45	0.653	0.972615384615385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.25412.53	0.448	0.654	+???	0	1	0.85216351039261	FXYD domain-containing ion transport regulator 6	FXYD6	FXYD6	lasso	0.073	0.448	0.654	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.8407.84	-0.448	0.654	-???	0	1	0.85216351039261	Neurogenic locus notch homolog protein 2	NOTC2	NOTCH2	lasso	0.085	-0.448	0.654	0.966509207365893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.3292.75	-0.448	0.654	??-?	0	1	0.85216351039261	CD48 antigen	CD48	CD48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.031	-0.449	0.654	0.81821845574388	NA	NA	NA	NA	NA
seq.8014.359	0.447	0.6549	++--	0	0.5503	0.852285516605166	Glycoprotein endo-alpha-1,2-mannosidase	MANEA	MANEA	enet	0.15	0.206	0.837	0.968118384401114	blup	0.44	1.49	0.135	0.76125	enet	0.42	-0.102	0.919	0.959940775681342	lasso	0.37	-0.146	0.884	0.989177168272795
seq.11130.158	0.447	0.655	??+?	0	1	0.852285516605166	Voltage-dependent L-type calcium channel subunit beta-4	CACB4	CACNB4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.03	0.447	0.655	0.818375625	NA	NA	NA	NA	NA
seq.8994.65	0.447	0.655	?+??	0	1	0.852285516605166	SLAM family member 8	SLAMF8	SLAMF8	NA	NA	NA	NA	NA	enet	0.018	0.447	0.655	0.972914634146341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
seq.15300.66	-0.445	0.656	??-?	0	1	0.853193176579069	Coiled-coil domain-containing protein 134	CC134	CCDC134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	enet	0.015	-0.445	0.656	0.818375625	NA	NA	NA	NA	NA
seq.25070.18	-0.443	0.658	???-	0	1	0.854872099447514	Protein-methionine sulfoxide oxidase MICAL1	MICA1	MICAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	lasso	0.057	-0.443	0.658	0.989177168272795
seq.3314.74	-0.443	0.658	??-?	0	1	0.854872099447514	GDNF family receptor alpha-1	GFRa-1	GFRA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	top1	0.048	-0.443	0.658	0.819109306683323	NA	NA	NA	NA	NA
seq.7049.2	-0.442	0.6582	?--+	0	0.604	0.854872099447514	Disintegrin and metalloproteinase domain-containing protein 23	ADAM 23	ADAM23	NA	NA	NA	NA	NA	lasso	0.24	-1.1	0.274	0.864482926829268	enet	0.15	-0.0729	0.942	0.968733746130031	top1	0.049	0.0461	0.963	0.989334811529933
seq.15560.52	0.441	0.6591	+-+-	0	0.6299	0.855647077772665	Transcobalamin-2	Apo-TC II	TCN2	lasso	0.59	0.386	0.7	0.966509207365893	lasso	0.66	-0.655	0.512	0.960562747688243	lasso	0.72	0.798	0.425	0.652561633281972	lasso	0.63	-0.843	0.399	0.949429477020602
